GOID	term	gene	geneSetSize
GO:0006879	CELLULAR IRON ION HOMEOSTASIS	AFT2|ARH1|ARN1|ARN2|ATM1|ATX1|BOL2|CCC1|CCC2|CTH1|CUP2|ENB1|ERG29|ERV1|FRE1|FRE2|FRE3|FRE4|FRE5|FRE6|GEF1|GEX1|GEX2|GGC1|GRX3|GRX4|HAA1|HMX1|ISU1|ISU2|JAC1|MAC1|MMT1|MMT2|MTM1|NFS1|OCT1|SIT1|SMF3|SSQ1|TIS11|UTR1|VMA3|YFH1	44
GO:0006974	CELLULAR RESPONSE TO DNA DAMAGE STIMULUS	ABF1|ALK1|ALK2|AOS1|APN1|APN2|ARP4|ARP8|BCP1|BDF1|BDF2|BLM10|BUD25|CDC9|CHK1|CKA1|CKA2|CKB1|CKB2|CMR1|CSM2|CSM3|CST9|CTF4|CTK1|CTK2|CTK3|DDC1|DDR2|DEF1|DIN7|DNA2|DNL4|DPB4|DUN1|EAF1|EAF3|EAF5|EAF6|EAF7|EPL1|EXO1|FUM1|FUN30|HAT1|HED1|HIM1|HMI1|HNT3|HRQ1|HRR25|HRT1|HSM3|HSP30|HST4|HTA1|HTA2|HUG1|IES2|IES4|INO80|IRC21|KRE29|LCD1|LIF1|MAG1|MCD1|MCK1|MCM2|MEC1|MEC3|MEI5|MET18|MGM101|MGS1|MGT1|MHF1|MHF2|MIG3|MKT1|MLH1|MLH2|MLH3|MLP1|MMS1|MMS21|MMS22|MMS4|MPH1|MRE11|MSH1|MSH2|MSH3|MSH5|MSH6|MUS81|NEJ1|NHP6A|NHP6B|NSE1|NSE3|NSE4|NSE5|NTG1|NTG2|OGG1|PDS1|PHO85|PHR1|PIF1|PLM2|PMS1|POB3|POL30|POL4|PRP19|PSO2|PSY2|PSY3|RAD1|RAD10|RAD14|RAD16|RAD17|RAD18|RAD2|RAD23|RAD24|RAD26|RAD27|RAD28|RAD3|RAD30|RAD33|RAD34|RAD4|RAD5|RAD50|RAD51|RAD52|RAD53|RAD54|RAD55|RAD57|RAD59|RAD6|RAD7|RAD9|RDH54|REV1|REV3|REV7|RMI1|RPB9|RRM3|RTT101|RTT107|RTT109|RVB1|RVB2|SAE2|SAE3|SAW1|SHU1|SHU2|SIR2|SLX1|SLX4|SLX5|SLX8|SMC5|SMC6|SML1|SPT16|SRS2|SSL1|SSL2|SWC4|TDP1|TEL1|TFB1|TFB2|TFB4|TFB5|TOF1|TOR1|TOS4|TPP1|TTI2|UBA1|UFO1|UMP1|UNG1|WSS1|WTM2|XRS2|YAF9|YEN1|YGR053C|YIM1|YKU70|YKU80|YMR114C|YNG2|YNK1	205
GO:0000447	ENDONUCLEOLYTIC CLEAVAGE IN ITS1 TO SEPARATE SSU-RRNA FROM 5.8S RRNA AND LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BUD21|BUD23|DBP8|DIP2|EMG1|ENP1|ESF2|FCF1|FCF2|KRI1|KRR1|LCP5|LOC1|MPP10|MRD1|NOC4|NOP14|NOP19|NOP58|NOP9|PNO1|PWP2|RCL1|ROK1|RPS0A|RPS0B|RPS18A|RPS18B|RPS21A|RPS21B|RRP5|RRP9|RRS1|SAS10|TOM1|UTP10|UTP11|UTP13|UTP14|UTP18|UTP20|UTP23|UTP6|UTP7	44
GO:0006487	PROTEIN N-LINKED GLYCOSYLATION	ALG1|ALG11|ALG12|ALG5|ALG6|ALG7|ALG8|ALG9|ANP1|CAX4|CWH41|DIE2|EOS1|GFA1|GNT1|KRE2|KTR1|KTR2|KTR3|KTR4|KTR5|KTR6|KTR7|MNN10|MNN11|MNN4|MNN9|OCH1|OST1|OST2|OST3|OST4|OST5|OST6|ROT1|SEC53|STT3|SWP1|VAN1|WBP1|YMR084W|YMR085W|YUR1	43
GO:0006355	REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	ACA1|ARG5,6|ARG81|ARO80|ARP4|ARP5|ARP8|ASG1|ASH1|ASM4|BAS1|BUD14|BUR6|CAD1|CAT8|CDC36|CEP3|CHA4|CHS5|CIN5|CRZ1|CST6|CTR9|CUP2|CUP9|DAL80|DAL81|DST1|EAF3|EAF7|ECM22|ECM23|EDS1|ERT1|ESA1|FAP1|FHL1|FKH1|FKH2|GAL11|GAL4|GAT1|GAT2|GAT3|GAT4|GCN4|GIM5|GLN3|GSM1|GZF3|HAA1|HAC1|HAL9|HAP1|HAP2|HAP3|HAP4|HAP5|HCM1|HHO1|HIR1|HIR2|HMRA1|HMS1|HMS2|HOS2|HSF1|HSL7|HYM1|LEU3|LYS14|MAC1|MAL13|MAL33|MET28|MGA1|MHR1|MLP2|NDT80|NOT3|NOT5|NUP133|NUP53|NUP84|OAF1|OAF3|OTU1|PDR1|PDR3|PDR8|PHO2|PIP2|POL5|PPR1|PUT3|RAP1|RDR1|RDS1|RDS2|RFX1|RGT1|RSC3|RSC30|RSC9|RSF2|RTT109|SAP30|SAS2|SAS3|SAS5|SEF1|SET2|SET3|SFL1|SIF2|SIN3|SIP4|SKN7|SKO1|SNF2|SNT1|SOH1|SPP1|SPT4|SPT5|SRD1|STB4|STB5|STE12|STP1|STP2|SUB1|SUT1|SWD1|TAF14|TAF5|TBS1|TEA1|TEC1|TFB4|THI2|TOG1|TOS8|TRA1|TYE7|UGA3|UME6|UPC2|URC2|VHR2|VPS72|WAR1|YAF9|YAP1|YAP3|YAP5|YAP6|YAP7|YHP1|YJL206C|YKL222C|YKR023W|YLL054C|YLR278C|YNR063W|YOX1|YPR196W|YRM1|YRR1|ZNF1	170
GO:0030433	UBIQUITIN-DEPENDENT ERAD PATHWAY	ADD37|ATG19|BST1|CDC48|CNE1|CUE1|DER1|DFM1|DSK2|EPS1|HLJ1|HRD1|HRD3|HUL5|JEM1|KAR2|LCL2|MNL2|MNS1|NAT3|NPL4|OTU1|PBN1|POF1|RAD23|RAD6|RPT4|SCJ1|SEC13|SEC61|SGT2|SHP1|SSM4|SSZ1|UBC1|UBC6|UBC7|UBR1|UBX2|UBX4|UFD1|UFD2|USA1|VMS1|YDJ1|YOS9	46
GO:0018105	PEPTIDYL-SERINE PHOSPHORYLATION	BUD32|CBK1|CDC15|CDC28|CDC7|CKA1|CKA2|CKB1|CKB2|CTK1|DBF2|DBF20|DUN1|FPK1|HOG1|HRR25|HSL1|IPL1|ISR1|KIN1|KIN2|KNS1|MCK1|MPS1|NNK1|NPR1|PKC1|PKH1|PKH2|PKH3|PKP1|PKP2|RIM15|SCH9|SKY1|TDA1|TOR1|TPK1|VHS1|YAK1|YCK1|YCK2|YCK3|YPK1|YPK2|YPK3	46
GO:0032258	CYTOPLASM TO VACUOLE TRANSPORT BY THE CVT PATHWAY	APE1|ARL1|ARP2|ATG1|ATG10|ATG11|ATG12|ATG14|ATG16|ATG18|ATG2|ATG20|ATG21|ATG23|ATG27|ATG3|ATG4|ATG41|ATG5|ATG7|ATG8|ATG9|BET3|CCZ1|COG1|COG2|COG3|COG4|COG5|COG6|COG7|COG8|MON1|PEP12|PEP4|RAS2|SNX4|TLG2|TRS130|TRS85|VAM7|VPS30|VPS36|VPS41|VPS45|YPT1|YPT6|YPT7	48
GO:0030476	ASCOSPORE WALL ASSEMBLY	ACT1|ADY3|AMA1|ARP2|CDA1|CDA2|CHS3|CHS5|CRR1|DIT1|DIT2|DON1|DTR1|END3|FKS3|GAS2|GAS4|GIP1|GSC2|IRC18|LDO16|LDS1|LDS2|LOH1|MUM3|OSW1|OSW2|OSW7|PFS1|QDR1|QDR3|RRT12|RRT8|SHE10|SMK1|SPO71|SPO73|SPO75|SPO77|SPS1|SPS100|SPS2|SPS22|SSP1|SSP2|SWM1|TEP1|VPS54|YVH1	49
GO:0007059	CHROMOSOME SEGREGATION	AFT1|ASK1|ATG31|BIR1|CBF1|CBF2|CDC14|CHL4|CIA2|CNN1|CSM4|CTF19|CTF3|DAD1|DAD2|DAD3|DAD4|DAM1|DBF4|DSN1|DUO1|ESP1|FMP48|FOB1|GIP3|GIP4|GLC7|GLC8|HDA3|HSK3|IPL1|IRR1|KIN3|MCD1|MCM16|MCM22|MIF2|MPS1|MTW1|NBL1|NDC80|NFI1|NKP2|NNF1|NSL1|NUF2|NUP170|PDS1|RAD30|REC8|RSC2|RTT102|SCC4|SCM3|SCP160|SDS22|SFH1|SGO1|SHE1|SIZ1|SLI15|SLK19|SPC19|SPC24|SPC25|SPC34|SPT4|STH1|STS1|TOP1|WIP1|YCR041W|ZIP2	73
GO:0007131	RECIPROCAL MEIOTIC RECOMBINATION	CST9|DMC1|ECM11|GMC2|HFM1|HOP2|MEC1|MEI5|MER1|MLH1|MLH2|MLH3|MMS4|MND1|MND2|MRE11|MSC1|MSC3|MSC6|MSC7|MSH3|MSH4|MSH5|MUS81|NDJ1|PCH2|RAD17|RAD24|RAD51|RAD54|RAD55|RDH54|REC102|REC104|REC107|REC114|REC8|RED1|RFA1|RFA2|RFA3|RIM4|RMR1|SAE3|SKI8|SMC3|SPO11|TOP2|TOP3|ZIP1|ZIP2	51
GO:0030437	ASCOSPORE FORMATION	ADY4|AMA1|AQY1|BMH1|BMH2|CPR1|EMI1|EMI2|ERV14|FMP45|GLC7|GPA2|GPB2|IML3|IRC19|ISC10|MCK1|MRE11|OSW1|PAU8|PMD1|RAS2|RIM101|RIM11|RIM21|RIM9|SDH5|SEC14|SET1|SET2|SHC1|SHP1|SPO16|SPO24|SPO73|SPO74|SPO75|SPO77|SPR1|SPR28|SPR3|SPR6|SPS1|SPS18|SPS19|SPS4|SSO1|SSP2|SUR7|VID28|YNL194C|YOR338W	52
GO:0016567	PROTEIN UBIQUITINATION	ACL4|APC1|APC11|APC2|APC4|APC5|APC9|ASI1|ASI3|ASR1|BRE1|BUL1|BUL2|CDC16|CDC23|CDC26|CDC27|CDC34|CDC36|CDC4|CDC53|CUL3|DAS1|DEF1|DIA2|DMA1|DMA2|DOC1|ELA1|ELC1|FYV10|GRR1|HEL1|HEL2|HRD1|HRD3|HRT1|HRT3|HUL4|IRC20|ITT1|LEE1|MDM30|MET30|MND2|MOT2|MPE1|NAM7|NOT3|NOT5|NSE1|PEX10|PEX4|PIB1|PRP19|PSH1|RAD16|RAD18|RAD6|RAD7|RFA1|RFA2|RFA3|RKR1|RMD5|RPL40A|RPL40B|RPS31|RSP5|RTT101|RUB1|SAF1|SAN1|SKP1|SKP2|SLX5|SLX8|SSL1|SSM4|SWM1|TOM1|TUL1|UBA1|UBC1|UBC11|UBC13|UBC4|UBC5|UBC6|UBC7|UBC8|UBI4|UBR1|UBR2|UBS1|UCC1|UFD2|UFO1|UPF3|YBR062C|YDR131C|YDR306C|YLR352W	103
GO:0007124	PSEUDOHYPHAL GROWTH	BMH1|BMH2|BUD6|BUD8|CDC39|DBR1|DFG10|DFG16|DFG5|DIA1|DIA3|DSE2|ECM23|ELM1|EMP70|FLO11|GPA2|GPB1|GPB2|GPR1|HMS1|HMS2|IME1|ITR1|MDS3|MEP2|MGA1|NCS2|NPR3|OSH3|PAM1|PDA1|PEA2|POF1|PTP1|SFG1|SKS1|SOK2|SPA2|SPH1|SPT3|STE11|STE12|STE20|STE7|TEC1|TMN2|TMN3|TPM1|UME6|WHI3	51
GO:0006366	TRANSCRIPTION BY RNA POLYMERASE II	BRE1|BUR6|CCL1|FPR1|HFI1|INO80|KIN28|MED4|NHP6B|NUT1|RAD2|RAD3|RAD6|RBA50|RPB10|RPB11|RPB2|RPB3|RPB4|RPB5|RPB7|RPB8|RPB9|RPC10|RPO21|RPO26|RSF1|RTR1|SOH1|SPT3|SSL1|SSL2|TAF1|TAF10|TAF11|TAF12|TAF13|TAF14|TAF2|TAF3|TAF4|TAF5|TAF6|TAF7|TAF8|TAF9|TFA1|TFA2|TFB1|TFB2|TFB3|TFB4|TFB5|TOA1	54
GO:0006606	PROTEIN IMPORT INTO NUCLEUS	ACC1|CMD1|CSE1|GPN2|GPN3|GSP1|GSP2|IWR1|KAP104|KAP114|KAP120|KAP122|KAP123|KAP95|MLP1|MLP2|MOG1|MTR10|MTR2|NIC96|NMD5|NPA3|NSP1|NTF2|NUP1|NUP100|NUP116|NUP120|NUP133|NUP145|NUP157|NUP170|NUP188|NUP49|NUP53|NUP57|NUP82|NUP84|NUP85|OPI10|PBS2|POM152|POM34|PSE1|RNA1|RTG2|RTP1|SRM1|SRP1|SSA1|SXM1|SYO1|WTM1|YRB1	54
GO:0042273	RIBOSOMAL LARGE SUBUNIT BIOGENESIS	ACL4|AFG2|ALB1|EBP2|ERB1|HAS1|HRR25|JIP5|JJJ1|LOC1|MAK11|MAK16|MAK21|MAK5|MRT4|NIP7|NOC2|NOC3|NOG1|NOP15|NOP16|NOP2|NOP4|NOP7|NOP8|NSA1|NSA2|PRP43|PUF6|REH1|REI1|RIX7|RLI1|RLP24|RLP7|RPL14A|RPL14B|RPL26A|RPL26B|RPL33A|RPL33B|RPL7A|RPL7B|RRP14|RRP8|RRS1|SDA1|SQT1|SYO1|TIF4631|TIF6|TRM112|YTM1	53
GO:0035556	INTRACELLULAR SIGNAL TRANSDUCTION	ALK1|ALK2|BCK1|CBK1|CDC24|CYR1|DBF2|DBF20|DCK1|ELM1|FRK1|FUS3|GIN4|GIS3|GIS4|HAL5|HOG1|HRK1|HSL1|HYM1|IME2|IML1|KCC4|KIN1|KIN2|KIN4|KKQ8|KSP1|KSS1|LMO1|NNK1|NPR1|PKC1|PKH1|PKH2|PKH3|PLC1|PRR1|PRR2|PSK1|PSK2|PTK1|PTK2|RGD2|RIM15|ROM1|ROM2|RTK1|SAK1|SAT4|SCH9|SIT4|SKS1|SKY1|SLT2|SMK1|SNF1|SST2|VHS1|YPK1|YPK3|YPL150W	62
GO:0006348	CHROMATIN SILENCING AT TELOMERE	ADA2|ASF1|BRE1|BRE2|DIA2|DLS1|DOT1|DOT6|ESC1|FUN30|GTR1|HAT1|HAT2|HIF1|HST3|HST4|IES3|IFH1|INO80|ISW2|ITC1|MCM10|MCM3|MCM5|MCM7|MEC3|MPS3|MRC1|NPT1|ORC2|PNC1|POL30|RAD6|RAP1|RKR1|RNA1|SAS2|SAS3|SAS4|SAS5|SCP160|SCS2|SDC1|SET1|SIR2|SIR3|SIR4|SPP1|SPT10|SPT21|SUB2|SWD1|SWD3|UBP10|YAF9|YKU70|YKU80|YPL216W	58
GO:0006623	PROTEIN TARGETING TO VACUOLE	APL5|APL6|APM3|APS3|ARL1|BOR1|BOS1|BSD2|CCZ1|DID2|EMA35|GID10|HSE1|LOA1|MON1|MON2|MVB12|MVP1|PEP1|ROY1|SNF8|SNX4|SPL2|SRN2|STP22|VID24|VMA3|VPS1|VPS13|VPS15|VPS16|VPS21|VPS25|VPS27|VPS28|VPS3|VPS33|VPS36|VPS41|VPS45|VPS51|VPS62|VPS63|VPS64|VPS68|VPS70|VPS71|VPS73|VPS8|VPS9|VTH1|VTH2|VTI1|YNR065C|YNR066C|YPP1|YPT52|YPT53	58
GO:0006338	CHROMATIN REMODELING	ABF1|ADA2|ARP4|ARP5|ARP6|ARP8|BDF1|CBF1|CHZ1|CYC8|ECM5|FKH1|FKH2|FUN19|FUN30|GCN5|GIS1|HTL1|HTZ1|IES2|IES4|IES6|INO80|IOC2|IOC3|IOC4|ISW1|ISW2|JHD2|MRN1|MSN2|MSN4|NCB2|NHP6A|NHP6B|PHO2|PHO4|RAD54|RPH1|RPT6|RSC1|RSC2|RSC4|RSC58|RTT102|RVB1|RVB2|SFH1|SNF2|SNF5|SNF6|SPT6|SWC3|SWC4|SWC5|SWC7|SWR1|TAF14|TOP1|UME6|VPS71|VPS72|YAF9|YOR338W	64
GO:0043161	PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	CDC31|CDC34|CDC48|CDC53|CUZ1|DOA1|EAR1|FYV10|GID7|GID8|IPA1|NPL4|PRE1|PRE10|PRE2|PRE3|PRE4|PRE5|PRE6|PRE7|PRE8|PRE9|PSH1|PUP1|PUP2|PUP3|RAD23|RAD28|RAD4|RAD6|RKR1|RMD5|RPN1|RPN10|RPN11|RPN12|RPN2|RPN5|RPN7|RPN8|RPT6|RSP5|SCL1|SEM1|SHP1|SSA1|SSA2|SSE1|SSE2|SSH4|TOM1|UBC1|UBC8|UBP14|UBX2|UBX5|UFD1|VID24|VID28|VID30|YGR066C	61
GO:0016192	VESICLE-MEDIATED TRANSPORT	APL1|APL2|APL3|APL4|APL5|APL6|APM1|APM2|APM3|APM4|APS1|APS2|APS3|ARF1|ARF2|ARF3|ARL1|BET1|BET3|BET5|BFR2|BOS1|BUG1|CCZ1|CHC1|CLC1|COP1|DDI1|DGK1|DSL1|EFM4|ELO2|EMP24|ERD2|ERP1|ERP2|ERP3|ERP4|ERP5|ERP6|ERV14|ERV15|ERV25|ERV41|ERV46|GDI1|GET1|GET2|GET3|GET4|GGA1|GGA2|GMH1|GOS1|GOT1|GRH1|GYL1|GYP1|GYP5|GYP7|GYP8|IMH1|IRC6|LTE1|MON1|MRS6|MST27|MST28|MYO2|NYV1|PEP12|PEP3|PEP5|PRM8|PRM9|RCR1|RCR2|RET2|RET3|RUD3|RVS167|SAR1|SEC1|SEC12|SEC13|SEC16|SEC17|SEC18|SEC20|SEC21|SEC22|SEC23|SEC24|SEC26|SEC27|SEC28|SEC31|SEC39|SEC5|SED4|SED5|SFB2|SFB3|SFT2|SLY1|SNC1|SNC2|SSA1|SSA2|SSA3|SSA4|SSH4|SSO1|SSO2|SYT1|TIP20|TLG1|TLG2|TPM1|TPM2|TRS20|TRS23|TRS31|TRS33|TVP15|TVP18|TVP23|TVP38|UFE1|USE1|USO1|VAM3|VAM6|VPS3|VPS33|VPS41|VPS45|VPS8|VTI1|YCK3|YET1|YET2|YET3|YIF1|YIP1|YIP5|YKT6|YOP1|YOS1|YPT1|YPT31|YPT32|YPT7	153
GO:0006368	TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER	ARP7|ARP9|BUR2|CCR4|CDC36|CDC39|CDC73|CHD1|CTK1|CTR9|DST1|EAF3|ELF1|HIR1|HIR2|HIR3|HPC2|HPR1|HTL1|LDB7|LEO1|MCM5|MFT1|NOT5|NPL6|PAF1|POP2|RCO1|RPD3|RSC1|RSC2|RSC3|RSC30|RSC4|RSC58|RSC8|RSC9|RTF1|RTT102|RTT106|SFH1|SGV1|SKN7|SPT16|SPT2|SPT5|SPT6|SSU72|STB5|STH1|SUB2|SUS1|SWT1|TAF14|TEA1|TFG1|TFG2|THO1|THO2|THP1|THP2|TOP1|TYE7|YJR084W	64
GO:0006886	INTRACELLULAR PROTEIN TRANSPORT	APL1|APL2|APL3|APL4|APL5|APL6|APM1|APM2|APM3|APM4|APS1|APS2|APS3|ARF1|ARF2|ARF3|ARL1|ARL3|BPH1|BTN2|BUB2|CDC50|CHC1|CLC1|COG3|COP1|CRM1|CSE1|CUR1|DNF1|DRS2|EMP24|ERP1|ERP2|ERP3|ERP4|ERP5|ERP6|ERV25|GGA1|GGA2|GYP1|GYP5|GYP6|GYP7|HSE1|KAP114|KAP120|KAP123|KAP95|MDR1|MSB3|MSB4|MTR10|NEL1|NMD5|PEP12|PEP3|PEP5|PEP8|PIR1|RET3|RIC1|SAR1|SBH1|SBH2|SEC1|SEC17|SEC21|SEC23|SEC24|SEC26|SEC27|SEC31|SED5|SFB2|SFB3|SLO1|SLY1|SSO1|SSO2|SSS1|SXM1|SYN8|TIM17|TIM23|TLG1|TLG2|TOM20|TOM22|TOM70|USO1|VAM3|VAM6|VAM7|VPS16|VPS17|VPS21|VPS27|VPS29|VPS33|VPS35|VPS41|VPS45|VPS8|VTI1|YEL043W|YET1|YET2|YET3|YHR022C|YPT1|YPT10|YPT11|YPT52|YPT53|YPT6	117
GO:0016236	MACROAUTOPHAGY	AIM26|ARF1|ARF2|ARG82|ARL1|ATG1|ATG10|ATG13|ATG14|ATG15|ATG16|ATG18|ATG20|ATG21|ATG27|ATG29|ATG33|ATG38|ATG41|ATG5|ATG7|ATG8|BET3|BUB1|CCZ1|CDC48|COG2|COG3|COG4|DNM1|EGD1|FMC1|GEA1|GEA2|HUR1|MAK10|MON1|NFT1|PEP12|PEP4|PMR1|PRC1|PTC6|RAS2|RPL13B|RPL14A|RPL15B|SEC16|SEC18|SEC23|SEC24|STT4|TRS130|TRS85|VAC8|VAM7|VPS15|VPS30|VPS34|VPS36|VPS38|VPS4|VPS41|VTI1|YBR139W|YIL165C|YLR001C|YPT1|YPT6|YPT7	70
GO:0000462	MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BFR2|BMS1|BUD21|DHR2|DIM1|DIP2|ECM16|EFG1|ENP2|FAF1|FAL1|FAP7|FUN12|FYV7|HAS1|HCR1|LCP5|MRPS18|NAN1|NOB1|NOP14|NOP19|NOP7|PRP43|PWP2|RIO1|RIO2|RPS11A|RPS11B|RPS13|RPS14A|RPS14B|RPS16A|RPS16B|RPS1A|RPS1B|RPS20|RPS23A|RPS23B|RPS24A|RPS24B|RPS27A|RPS27B|RPS6A|RPS6B|RPS8A|RPS8B|RPS9A|RPS9B|RRP12|RRP3|RRP36|SAS10|SLX9|SNU13|SOF1|TSR1|TSR2|UTP10|UTP13|UTP15|UTP22|UTP23|UTP25|UTP30|UTP4|UTP5|UTP6|UTP7|UTP8|UTP9	71
GO:0006511	UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	APC11|APC2|ASI1|ASI2|ASI3|BRO1|BSD2|CDC34|CDC4|CDC53|CUE5|CUL3|DDI1|DEF1|DIA2|DMA1|DMA2|DOA4|DON1|DSK2|ELA1|ELC1|FYV10|GPB1|HEL1|HRD1|HRT1|HUL5|ITT1|MDM30|MUB1|NPL4|PRE10|PRE5|PRE6|PRE8|PRE9|PSH1|PUP2|RAD16|RAD6|RAD7|RKR1|RMD5|RPN1|RPN10|RPN12|RPN13|RPN14|RPN2|RPN3|RPN6|RPN7|RPN8|RPN9|RPT1|RPT2|RPT3|RPT5|RSP5|RTT101|SAN1|SCL1|SEM1|SKP1|SLX5|TOM1|TUL1|UBA1|UBC1|UBC4|UBC5|UBC7|UBC8|UBP1|UBP10|UBP11|UBP12|UBP13|UBP14|UBP15|UBP16|UBP2|UBP3|UBP5|UBP6|UBP7|UBP8|UBP9|UBR2|UBX6|UBX7|UFD1|UFD2|UFD4|UMP1|YBR062C|YDJ1|YLR352W|YRB1|YUH1	101
GO:0006457	PROTEIN FOLDING	AHA1|ALF1|APJ1|BTN2|CAJ1|CCT2|CCT3|CCT4|CCT5|CCT6|CCT7|CCT8|CDC37|CHS7|CIN1|CIN2|CIN4|CNE1|CNS1|CPR1|CPR2|CPR3|CPR4|CPR5|CPR6|CPR7|CPR8|CUR1|ECM10|ERJ5|EUG1|FLC1|FLC2|FMO1|FPR1|GIM3|GIM4|GIM5|GSF2|HCH1|HSC82|HSP10|HSP26|HSP42|HSP60|HSP82|MCX1|MDJ1|MGE1|MIA40|MPD1|MPD2|MZM1|PAC10|PAC2|PDI1|PFD1|PHB1|PHB2|PHO86|PIH1|PLP1|PLP2|RBL2|ROT1|SBA1|SCJ1|SDH8|SHR3|SIS1|SNL1|SSA1|SSA2|SSA3|SSA4|SSC1|SSE1|STI1|TAH1|TCM62|TCP1|TSA1|TSA2|XDJ1|YDJ1|YKE2|YME1|ZIM17	88
GO:0006281	DNA REPAIR	ABF1|ACT1|APN1|APN2|ARP4|BDF1|BDF2|BLM10|CDC1|CDC9|CSM2|CSM3|CST9|CTF4|DDC1|DDR48|DEF1|DIN7|DMC1|DNA2|DNL4|DOT1|EAF1|EAF3|EAF5|EAF6|EAF7|ECO1|EPL1|ESA1|EXO1|FUM1|FUN30|HAT1|HED1|HIM1|HMI1|HNT3|HRQ1|HRR25|HRT1|HSM3|HTA1|HTA2|HUG1|IES2|INO80|KRE29|LCD1|LIF1|LYS20|MAG1|MEC1|MEC3|MEI5|MET18|MGM101|MGS1|MGT1|MHF1|MHF2|MLH1|MLH2|MLH3|MLP1|MMS1|MMS21|MMS22|MMS4|MPH1|MRC1|MRE11|MSH1|MSH2|MSH3|MSH5|MSH6|MUS81|NEJ1|NHP6A|NHP6B|NSE1|NSE3|NSE4|NSE5|NTG1|NTG2|OGG1|PAN3|PCD1|PDS5|PHR1|PIF1|PMS1|POB3|POL2|POL30|POL4|PRP19|PSO2|PSY3|RAD1|RAD10|RAD14|RAD16|RAD17|RAD18|RAD2|RAD23|RAD24|RAD26|RAD27|RAD28|RAD3|RAD30|RAD33|RAD34|RAD4|RAD5|RAD50|RAD51|RAD52|RAD53|RAD54|RAD55|RAD57|RAD59|RAD6|RAD7|RAD9|RDH54|REV1|REV3|REV7|RFA1|RFA2|RFA3|RFC1|RFC2|RFC3|RFC4|RFC5|RPB9|RRD1|RRM3|RTS1|RTT101|RTT107|RVB1|RVB2|SAE2|SAE3|SAW1|SGS1|SHU1|SHU2|SIR2|SIT4|SLX1|SLX4|SLX5|SLX8|SMC5|SMC6|SOH1|SPT10|SPT16|SRS2|SSL1|SSL2|SWC4|TDP1|TEL1|TFB1|TFB2|TFB3|TFB4|TFB5|TOF1|TPP1|TRA1|UNG1|XRS2|YAF9|YEN1|YGR053C|YKU70|YKU80|YNG2|YNK1	190
GO:0006364	RRNA PROCESSING	BFR2|BMT5|BMT6|BUD21|BUD23|CBF5|CBT1|CGR1|CSL4|DBP10|DBP2|DBP3|DBP6|DBP7|DBP8|DBP9|DHR2|DIM1|DIP2|DIS3|DRS1|EBP2|ECM16|EFG1|EMG1|ENP1|ENP2|ERB1|ESF1|ESF2|FAL1|FAP7|FCF1|FCF2|FYV7|GAR1|GRC3|HAS1|HCA4|IMP3|IMP4|IPI1|IPI3|JJJ1|KRE33|KRI1|KRR1|LAS1|LCP5|LRP1|LSM2|LSM3|LSM4|LSM5|LSM6|LSM7|LSM8|MAK5|MDN1|MOT1|MPP10|MPP6|MRD1|MRH4|MRM1|MRM2|MRT4|MSS116|MTR3|MTR4|NAF1|NAN1|NGL2|NHP2|NOC3|NOC4|NOG1|NOP1|NOP10|NOP12|NOP14|NOP15|NOP16|NOP2|NOP4|NOP53|NOP56|NOP58|NOP6|NOP7|NOP9|NPL3|NSA1|NSA2|NSR1|PAF1|PIH1|POL5|POP1|POP3|POP4|POP5|POP6|POP7|POP8|PRP43|PUS5|PUS7|PWP1|PWP2|PXR1|RAI1|RAT1|RCM1|REX3|REX4|RIX1|RLI1|RMP1|RNH70|RNT1|ROK1|RPF1|RPL3|RPL30|RPP1|RPS0A|RPS0B|RPS14A|RPS14B|RPS2|RPS21A|RPS21B|RPS6A|RPS6B|RPS7A|RPS7B|RPS9A|RPS9B|RRB1|RRP1|RRP12|RRP14|RRP15|RRP17|RRP3|RRP36|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|RRP5|RRP6|RRP7|RRP8|RRP9|RSC9|RTC3|RVB2|SAS10|SEN1|SKI6|SLX9|SNM1|SNU13|SOF1|SPB1|SPB4|SQS1|SRD1|SSB1|SSB2|SSZ1|TIF6|TMA64|TOM1|TSR2|TSR3|TSR4|URB1|URB2|UTP10|UTP11|UTP13|UTP14|UTP15|UTP18|UTP20|UTP21|UTP22|UTP23|UTP25|UTP30|UTP4|UTP5|UTP6|UTP7|UTP8|UTP9|XRN1|YCR087C-A|YTM1|ZUO1	205
